State,Elec Distributor,Postcode,Suburb,RES Tariff,SME Tariff,Plan Type,Customer Type,Consumption Level,Retailer,Product Name,Product Description,Discount: Guaranteed Elec,Discount: Guaranteed Gas,Discount: Pay on Time Elec,Discount: Pay on Time Gas,Discount: Dual Fuel Elec,Discount: Dual Fuel Gas,AD:Rankings (Inc Discounts), Ranking 1,Ranking 2,Ranking 3,Date
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Low,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,1.21%,0.3%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Low,Powerdirect,"Powerdirect Discount Saver (Ausgrid)","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 15% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",15,,,,,,4,2.4%,1.5%,1.2%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Low,Origin Energy,"Origin Flexi","",14,,,,,,5,3.55%,2.66%,2.37%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Low,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,6,5.23%,4.36%,4.07%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,7,7.39%,6.53%,6.25%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-0.23%,-0.92%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,Origin Energy,"Origin Max Saver","",17,,,,,,2,0.23%,0%,-0.69%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,0.92%,0.69%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,Powerdirect,"Powerdirect Discount Saver (Ausgrid)","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 15% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",15,,,,,,4,2.04%,1.81%,1.13%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,Origin Energy,"Origin Flexi","",14,,,,,,5,3.56%,3.34%,2.67%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,6,3.78%,3.56%,2.89%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,7,6.28%,6.06%,5.41%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-0.57%,-1.34%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,Origin Energy,"Origin Max Saver","",17,,,,,,2,0.57%,0%,-0.76%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,1.32%,0.75%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,Powerdirect,"Powerdirect Discount Saver (Ausgrid)","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 15% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",15,,,,,,4,2.43%,1.87%,1.12%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,Powershop,"Power Saver","Powershop can offer you a 12% discount on usage and supply charges when you purchase the Power Saver product.",,,12,,,,5,3.33%,2.77%,2.03%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,Origin Energy,"Origin Flexi","",14,,,,,,6,4.04%,3.49%,2.75%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Elec,RES,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,7,6.1%,5.57%,4.85%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,10,,,,,1,0%,-1.23%,-2.45%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,Low,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,2,1.21%,0%,-1.21%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 8% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,8,,,,,3,2.4%,1.2%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,10,,,,,1,0%,-1.99%,-3.48%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 8% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,8,,,,,2,1.95%,0%,-1.46%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,Medium,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,3.37%,1.44%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,High,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,10,,,,,1,0%,-2.38%,-4.29%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 8% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,8,,,,,2,2.33%,0%,-1.86%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Gas,RES,High,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,4.11%,1.83%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Low,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-0.2%,-1.43%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",17,10,,,,,2,0.2%,0%,-1.23%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Low,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,1.41%,1.21%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 8% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",14,8,,,,,4,3.37%,3.17%,1.98%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Medium,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-1.44%,-3.04%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",17,10,,,,,2,1.42%,0%,-1.57%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Medium,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,2.95%,1.55%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 8% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",14,8,,,,,4,4.28%,2.91%,1.38%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,High,Alinta Energy,"HomeDeal","Under Alinta Energy's Home Deal plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy  will give you notice of any price variations in accordance with applicable laws. ",,,,,,,1,0%,-1.66%,-3.45%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,High,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",17,10,,,,,2,1.63%,0%,-1.77%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,High,AGL,"AGL Essentials","The AGL Essentials plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees. AGL will not vary the fixed rates that apply to your energy plan at any time during your 12 month Energy Plan Period however, other fees and charges can change in line with the terms of your market contract.",,,,,,,3,3.34%,1.74%,0%,23/04/2020
NSW,Ausgrid,2010,Darlinghurst,EA010,,Dual,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 8% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",14,8,,,,,4,4.74%,3.16%,1.45%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Origin Energy,"Origin Max Saver","",16,,,,,,1,0%,-3.35%,-3.35%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 13% gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",13,,,,,,2,3.24%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Powerdirect,"Powerdirect Discount Saver","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 12% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",13,,,,,,3,3.24%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,4,3.24%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Origin Energy,"Origin Flexi","",13,,,,,,5,3.48%,0.25%,0.25%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,6,5.37%,2.2%,2.2%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,7,7.62%,4.52%,4.52%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,8,8.71%,5.65%,5.65%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Lumo Energy,"Lumo Plus","The Lumo Plus plan gives you a $20 (incl GST) Lumo Reward Credit. Lumo Rewards Credit is applied once Lumo becomes responsible for the supply of your electricity and $15 (incl GST) Lumo Rewards Credit for three consecutive monthly electricity bills or a quarterly electricity bill when you pay the full amount on each bill by the due date. This plan has no contract term and no exit fees. ",,,,,,,9,8.71%,5.65%,5.65%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move, you will also be able to access Lumos exclusive benefits program Lumo Rewards by registering for it via My Account, our online portal.",,,,,,,10,13.39%,10.49%,10.49%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Origin Energy,"Origin Max Saver","",16,,,,,,1,0%,-1.99%,-1.99%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,1.95%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 13% gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",13,,,,,,3,1.95%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Powerdirect,"Powerdirect Discount Saver","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 12% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",13,,,,,,4,1.95%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,5,1.95%,0%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Origin Energy,"Origin Flexi","",13,,,,,,6,3.5%,1.57%,1.57%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,7,6.12%,4.25%,4.25%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Lumo Energy,"Lumo Plus","The Lumo Plus plan gives you a $20 (incl GST) Lumo Reward Credit. Lumo Rewards Credit is applied once Lumo becomes responsible for the supply of your electricity and $15 (incl GST) Lumo Rewards Credit for three consecutive monthly electricity bills or a quarterly electricity bill when you pay the full amount on each bill by the due date. This plan has no contract term and no exit fees. ",,,,,,,8,6.12%,4.25%,4.25%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,9,6.44%,4.58%,4.58%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move, you will also be able to access Lumos exclusive benefits program Lumo Rewards by registering for it via My Account, our online portal.",,,,,,,10,9.66%,7.86%,7.86%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Origin Energy,"Origin Max Saver","",16,,,,,,1,0%,-0.97%,-1.45%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Momentum,"Smile Power Flexi","Competitive rates up front with no confusing discounts and a simple open term contract, no exit fees.",,,,,,,2,0.96%,0%,-0.48%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 13% gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",13,,,,,,3,1.43%,0.48%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Powerdirect,"Powerdirect Discount Saver","All Powerdirect discounts I talk about today are off energy usage charges & daily supply charges. The Powerdirect Residential plan includes a 12% electricity discount off Powerdirect’s energy usage charges & daily supply charges. This is a 24 month benefit term with no exit fees.",13,,,,,,4,1.43%,0.48%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,5,1.43%,0.48%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Origin Energy,"Origin Flexi","",13,,,,,,6,3.43%,2.49%,2.02%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,7,5.2%,4.28%,3.82%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Lumo Energy,"Lumo Plus","The Lumo Plus plan gives you a $20 (incl GST) Lumo Reward Credit. Lumo Rewards Credit is applied once Lumo becomes responsible for the supply of your electricity and $15 (incl GST) Lumo Rewards Credit for three consecutive monthly electricity bills or a quarterly electricity bill when you pay the full amount on each bill by the due date. This plan has no contract term and no exit fees. ",,,,,,,8,5.2%,4.28%,3.82%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,9,5.92%,5.01%,4.55%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Elec,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move, you will also be able to access Lumos exclusive benefits program Lumo Rewards by registering for it via My Account, our online portal.",,,,,,,10,8.42%,7.53%,7.09%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Low,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 9% gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,9,,,,,1,0%,-0.69%,-2.76%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Low,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,2,0.68%,0%,-2.05%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,10,,,,,3,2.68%,2.01%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 9% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,9,,,,,4,3.97%,3.31%,1.32%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,5,5.23%,4.58%,2.61%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,,,,6,14.2%,13.61%,11.83%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Medium,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 9% gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,9,,,,,1,0%,-1.05%,-4.19%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Medium,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,2,1.04%,0%,-3.11%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Medium,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,10,,,,,3,4.02%,3.02%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Medium,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,4,4.02%,3.02%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Medium,Origin Energy,"Origin Flexi","Origin Flexi gives you 9% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,9,,,,,5,4.98%,3.98%,1%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,Medium,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,,,,6,11.57%,10.65%,7.87%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,High,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,1,0%,-3.07%,-4.21%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,High,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,10,,,,,2,2.97%,0%,-1.12%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,High,Origin Energy,"Origin Flexi","Origin Flexi gives you 9% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",,9,,,,,3,4.04%,1.1%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,High,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off both your energy usage and daily supply charges. The AGL Smart Saver plan includes a 9% gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",,9,,,,,4,5.43%,2.54%,1.45%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,High,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move.",,,,,,,5,7.77%,4.95%,3.89%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Gas,RES,High,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,6,8.74%,5.94%,4.9%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,Origin Energy,"Origin Max Saver","Origin Max Saver gives you 10% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",16,10,,,,,1,0%,-1.68%,-2.98%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,AGL,"AGL Smart Saver (Restricted) 13","All AGL discounts I talk about today are off your energy usage charges and daily supply charges. The AGL Smart Saver plan includes a 13% electricity and 9% gas gauranteed discount off AGL's energy usage and daily supply charges. This is a 12 month benefit term with no exit fees.",13,9,,,,,2,1.65%,0%,-1.28%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,Origin Energy,"Origin Flexi","Origin Flexi gives you 9% discount off Origin’s natural gas usage and supply charges. This is a 12 month benefit period. ",13,9,,,,,3,2.89%,1.27%,0%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,AGL,"AGL Essentials Saver","The AGL Essentials Saver plan is a low rate plan, this energy plan will apply for an initial period of 12 months and has no exit fees.",,,,,,,4,3.07%,1.44%,0.18%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,Alinta Energy,"No Fuss","Under Alinta Energy's No Fuss plan you will pay Alinta Energy's applicable market tariffs and charges. The tariffs may be varied at any time. Alinta Energy will give you notice of any price variations in accordance with applicable laws. ",,,,,,,5,5.12%,3.53%,2.3%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,Lumo Energy,"Lumo Basic","The Lumo Basic plan is a way of saving on your energy bill, as well as being in control of your energy usage with My Account access, no contract term and no exit fees. All this and basic, low rates.",,,,,,,6,5.95%,4.38%,3.15%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,Lumo Energy,"Lumo Plus","The Lumo Plus plan gives you a $20 (incl GST) Lumo Reward Credit. Lumo Rewards Credit is applied once Lumo becomes responsible for the supply of your electricity and $15 (incl GST) Lumo Rewards Credit for three consecutive monthly electricity bills or a quarterly electricity bill when you pay the full amount on each bill by the due date. This plan has no contract term and no exit fees. ",,,,,,,7,5.95%,4.38%,3.15%,23/04/2020
SA,SA Power,5088,Holden Hill,RSR,,Dual,RES,Low,Lumo Energy,"Lumo Movers","The Lumo Movers plan covers standard connection and disconnection costs when you move, you will also be able to access Lumos exclusive benefits program Lumo Rewards by registering for it via My Account, our online portal.",,,,,,,8,12.97%,11.51%,10.37%,23/04/2020
